filename,path,utt_num,who,role,postcodes,gems,utterance,startTime,endTime
chuck,childes/Eng-NA/Bates/Free20/chuck,59,CHI,Target_Child,,,where ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,60,MOT,Mother,,,you almost had it,,
chuck,childes/Eng-NA/Bates/Free20/chuck,62,MOT,Mother,,,look around,,
chuck,childes/Eng-NA/Bates/Free20/chuck,63,MOT,Mother,,,it's on the outside,,
chuck,childes/Eng-NA/Bates/Free20/chuck,64,CHI,Target_Child,,,where ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,65,CHI,Target_Child,,,oh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,66,MOT,Mother,,,there,,
chuck,childes/Eng-NA/Bates/Free20/chuck,67,CHI,Target_Child,,,ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,68,MOT,Mother,,,you found it,,
chuck,childes/Eng-NA/Bates/Free20/chuck,69,CHI,Target_Child,,,ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,70,MOT,Mother,,,yeah it was outside wasn't it,,
chuck,childes/Eng-NA/Bates/Free20/chuck,71,CHI,Target_Child,,,where ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,72,MOT,Mother,,,where'd it go,,
chuck,childes/Eng-NA/Bates/Free20/chuck,73,CHI,Target_Child,,,right in there,,
chuck,childes/Eng-NA/Bates/Free20/chuck,74,MOT,Mother,,,inside,,
chuck,childes/Eng-NA/Bates/Free20/chuck,75,MOT,Mother,,,in ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,77,CHI,Target_Child,,,where ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,78,CHI,Target_Child,,,out ball huh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,79,MOT,Mother,,,ball out,,
chuck,childes/Eng-NA/Bates/Free20/chuck,81,CHI,Target_Child,,,ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,82,CHI,Target_Child,,,ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,83,MOT,Mother,,,ball right,,
chuck,childes/Eng-NA/Bates/Free20/chuck,84,CHI,Target_Child,,,out,,
chuck,childes/Eng-NA/Bates/Free20/chuck,85,MOT,Mother,,,in,,
chuck,childes/Eng-NA/Bates/Free20/chuck,86,CHI,Target_Child,,,aht,,
chuck,childes/Eng-NA/Bates/Free20/chuck,87,CHI,Target_Child,,,ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,90,MOT,Mother,,,what'd you find,,
chuck,childes/Eng-NA/Bates/Free20/chuck,91,MOT,Mother,,,huh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,93,MOT,Mother,,,hm,,
chuck,childes/Eng-NA/Bates/Free20/chuck,94,MOT,Mother,,,what are those,,
chuck,childes/Eng-NA/Bates/Free20/chuck,97,CHI,Target_Child,,,Daddy,,
chuck,childes/Eng-NA/Bates/Free20/chuck,98,MOT,Mother,,,Daddy is at home,,
chuck,childes/Eng-NA/Bates/Free20/chuck,99,MOT,Mother,,,Daddy is with Curtis,,
chuck,childes/Eng-NA/Bates/Free20/chuck,100,CHI,Target_Child,,,a,,
chuck,childes/Eng-NA/Bates/Free20/chuck,101,CHI,Target_Child,,,a,,
chuck,childes/Eng-NA/Bates/Free20/chuck,102,CHI,Target_Child,,,a,,
chuck,childes/Eng-NA/Bates/Free20/chuck,103,MOT,Mother,,,ah_ah,,
chuck,childes/Eng-NA/Bates/Free20/chuck,105,MOT,Mother,,,thank_you,,
chuck,childes/Eng-NA/Bates/Free20/chuck,107,MOT,Mother,,,in in in,,
chuck,childes/Eng-NA/Bates/Free20/chuck,108,CHI,Target_Child,,,ah ah,,
chuck,childes/Eng-NA/Bates/Free20/chuck,109,MOT,Mother,,,what do you want me to do,,
chuck,childes/Eng-NA/Bates/Free20/chuck,110,CHI,Target_Child,,,oh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,112,MOT,Mother,,,wait a moment,,
chuck,childes/Eng-NA/Bates/Free20/chuck,113,MOT,Mother,,,put the yellow one down,,
chuck,childes/Eng-NA/Bates/Free20/chuck,115,MOT,Mother,,,put the green one down,,
chuck,childes/Eng-NA/Bates/Free20/chuck,117,MOT,Mother,,,that's a boy,,
chuck,childes/Eng-NA/Bates/Free20/chuck,118,MOT,Mother,,,put it on there,,
chuck,childes/Eng-NA/Bates/Free20/chuck,119,MOT,Mother,,,now try the orange one,,
chuck,childes/Eng-NA/Bates/Free20/chuck,121,MOT,Mother,,,see if we can build a tower,,
chuck,childes/Eng-NA/Bates/Free20/chuck,123,MOT,Mother,,,there we go,,
chuck,childes/Eng-NA/Bates/Free20/chuck,124,MOT,Mother,,,blue,,
chuck,childes/Eng-NA/Bates/Free20/chuck,126,MOT,Mother,,,yeah that's a good one,,
chuck,childes/Eng-NA/Bates/Free20/chuck,128,MOT,Mother,,,oh crash,,
chuck,childes/Eng-NA/Bates/Free20/chuck,129,CHI,Target_Child,,,oh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,130,MOT,Mother,,,oh crash,,
chuck,childes/Eng-NA/Bates/Free20/chuck,131,MOT,Mother,,,boingo,,
chuck,childes/Eng-NA/Bates/Free20/chuck,132,CHI,Target_Child,,,oh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,133,MOT,Mother,,,down it went again,,
chuck,childes/Eng-NA/Bates/Free20/chuck,134,CHI,Target_Child,,,a,,
chuck,childes/Eng-NA/Bates/Free20/chuck,135,MOT,Mother,,,try again,,
chuck,childes/Eng-NA/Bates/Free20/chuck,139,MOT,Mother,,,okay,,
chuck,childes/Eng-NA/Bates/Free20/chuck,141,MOT,Mother,,,yeah oopsie,,
chuck,childes/Eng-NA/Bates/Free20/chuck,142,CHI,Target_Child,,,uhuh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,143,CHI,Target_Child,,,uhoh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,144,MOT,Mother,,,uhoh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,146,MOT,Mother,,,say,,
chuck,childes/Eng-NA/Bates/Free20/chuck,147,MOT,Mother,,,stay there,,
chuck,childes/Eng-NA/Bates/Free20/chuck,151,CHI,Target_Child,,,uhoh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,153,MOT,Mother,,,build another tower,,
chuck,childes/Eng-NA/Bates/Free20/chuck,154,CHI,Target_Child,,,oh,,
chuck,childes/Eng-NA/Bates/Free20/chuck,155,MOT,Mother,,,build another one over here,,
chuck,childes/Eng-NA/Bates/Free20/chuck,158,CHI,Target_Child,,,oh ball go,,
chuck,childes/Eng-NA/Bates/Free20/chuck,159,MOT,Mother,,,that's right,,
chuck,childes/Eng-NA/Bates/Free20/chuck,160,MOT,Mother,,,that's where it goes,,
chuck,childes/Eng-NA/Bates/Free20/chuck,161,MOT,Mother,,,good,,
chuck,childes/Eng-NA/Bates/Free20/chuck,162,CHI,Target_Child,,,where ball go,,
chuck,childes/Eng-NA/Bates/Free20/chuck,164,CHI,Target_Child,,,ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,165,CHI,Target_Child,,,ball ball,,
chuck,childes/Eng-NA/Bates/Free20/chuck,166,CHI,Target_Child,,,ball,,
doug,childes/Eng-NA/Bates/Free20/doug,0,MOT,Mother,,,you like to open the doors of the house,,
doug,childes/Eng-NA/Bates/Free20/doug,1,MOT,Mother,,,that's fun isn't it,,
doug,childes/Eng-NA/Bates/Free20/doug,2,MOT,Mother,,,that's fun to open,,
doug,childes/Eng-NA/Bates/Free20/doug,4,MOT,Mother,,,can you tell me what this is,,
doug,childes/Eng-NA/Bates/Free20/doug,5,MOT,Mother,,,what is this,,
doug,childes/Eng-NA/Bates/Free20/doug,6,MOT,Mother,,,hm,,
doug,childes/Eng-NA/Bates/Free20/doug,7,MOT,Mother,,,what's this right here,,
doug,childes/Eng-NA/Bates/Free20/doug,8,CHI,Target_Child,,,table,,
doug,childes/Eng-NA/Bates/Free20/doug,9,MOT,Mother,,,table,,
doug,childes/Eng-NA/Bates/Free20/doug,10,MOT,Mother,,,that's right,,
doug,childes/Eng-NA/Bates/Free20/doug,12,MOT,Mother,,,what are these,,
doug,childes/Eng-NA/Bates/Free20/doug,13,MOT,Mother,,,what are these guys,,
doug,childes/Eng-NA/Bates/Free20/doug,15,MOT,Mother,,,bark_bark_bark,,
doug,childes/Eng-NA/Bates/Free20/doug,16,MOT,Mother,,,that's what they say,,
doug,childes/Eng-NA/Bates/Free20/doug,17,MOT,Mother,,,that's what the chickens say,,
doug,childes/Eng-NA/Bates/Free20/doug,18,MOT,Mother,,,look,,
doug,childes/Eng-NA/Bates/Free20/doug,19,MOT,Mother,,,here's a cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,21,MOT,Mother,,,here's a cooker like Daddy's cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,22,MOT,Mother,,,that's like Daddy's cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,27,MOT,Mother,,,you like those little doors don't you,,
doug,childes/Eng-NA/Bates/Free20/doug,28,MOT,Mother,,,that's a mommy and two dogs,,
doug,childes/Eng-NA/Bates/Free20/doug,30,MOT,Mother,,,those doors are lots_of fun aren't they,,
doug,childes/Eng-NA/Bates/Free20/doug,31,MOT,Mother,,,did you see these,,
doug,childes/Eng-NA/Bates/Free20/doug,33,MOT,Mother,,,did you see these over here sweetheart,,
doug,childes/Eng-NA/Bates/Free20/doug,34,MOT,Mother,,,here's some blocks beads,,
doug,childes/Eng-NA/Bates/Free20/doug,36,MOT,Mother,,,what is that,,
doug,childes/Eng-NA/Bates/Free20/doug,38,MOT,Mother,,,that's a bed,,
doug,childes/Eng-NA/Bates/Free20/doug,39,MOT,Mother,,,it's a sponge though isn't it,,
doug,childes/Eng-NA/Bates/Free20/doug,40,MOT,Mother,,,he has a sponge bed,,
doug,childes/Eng-NA/Bates/Free20/doug,41,CHI,Target_Child,,,no,,
doug,childes/Eng-NA/Bates/Free20/doug,42,MOT,Mother,,,hm,,
doug,childes/Eng-NA/Bates/Free20/doug,43,CHI,Target_Child,,,no,,
doug,childes/Eng-NA/Bates/Free20/doug,44,MOT,Mother,,,no we don't touch that,,
doug,childes/Eng-NA/Bates/Free20/doug,45,CHI,Target_Child,,,no,,
doug,childes/Eng-NA/Bates/Free20/doug,46,MOT,Mother,,,no no,,
doug,childes/Eng-NA/Bates/Free20/doug,47,MOT,Mother,,,no outlets,,
doug,childes/Eng-NA/Bates/Free20/doug,48,MOT,Mother,,,oh no,,
doug,childes/Eng-NA/Bates/Free20/doug,50,MOT,Mother,,,that's a sponge bed,,
doug,childes/Eng-NA/Bates/Free20/doug,51,MOT,Mother,,,can you put the little person back on the bed,,
doug,childes/Eng-NA/Bates/Free20/doug,52,MOT,Mother,,,make the bed stand up and put the little person on it,,
doug,childes/Eng-NA/Bates/Free20/doug,53,CHI,Target_Child,,,Mommy,,
doug,childes/Eng-NA/Bates/Free20/doug,54,MOT,Mother,,,yes honey,,
doug,childes/Eng-NA/Bates/Free20/doug,55,CHI,Target_Child,,,cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,56,MOT,Mother,,,a cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,57,CHI,Target_Child,,,Sandy,,
doug,childes/Eng-NA/Bates/Free20/doug,58,MOT,Mother,,,Sandy went in there,,
doug,childes/Eng-NA/Bates/Free20/doug,59,MOT,Mother,,,Sandy is in there,,
doug,childes/Eng-NA/Bates/Free20/doug,60,MOT,Mother,,,she'll be back in a few minutes,,
doug,childes/Eng-NA/Bates/Free20/doug,61,CHI,Target_Child,,,cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,62,MOT,Mother,,,cooker,,
doug,childes/Eng-NA/Bates/Free20/doug,64,MOT,Mother,,,very nice,,
doug,childes/Eng-NA/Bates/Free20/doug,66,MOT,Mother,,,oh very nice,,
doug,childes/Eng-NA/Bates/Free20/doug,67,MOT,Mother,,,you want the mommy and the little girl to be on the same chair,,
doug,childes/Eng-NA/Bates/Free20/doug,69,MOT,Mother,,,did you see all of these little things,,
doug,childes/Eng-NA/Bates/Free20/doug,71,MOT,Mother,,,look at this,,
ed,childes/Eng-NA/Bates/Free20/ed,0,CHI,Target_Child,,,dog,,
ed,childes/Eng-NA/Bates/Free20/ed,1,MOT,Mother,,,dog,,
ed,childes/Eng-NA/Bates/Free20/ed,2,MOT,Mother,,,uhoh,,
ed,childes/Eng-NA/Bates/Free20/ed,3,CHI,Target_Child,,,dog,,
ed,childes/Eng-NA/Bates/Free20/ed,4,MOT,Mother,,,dog,,
ed,childes/Eng-NA/Bates/Free20/ed,5,MOT,Mother,,,another dog,,
ed,childes/Eng-NA/Bates/Free20/ed,6,MOT,Mother,,,two dogs,,
ed,childes/Eng-NA/Bates/Free20/ed,7,CHI,Target_Child,,,one,,
ed,childes/Eng-NA/Bates/Free20/ed,8,CHI,Target_Child,,,three,,
ed,childes/Eng-NA/Bates/Free20/ed,9,MOT,Mother,,,two more ladies,,
ed,childes/Eng-NA/Bates/Free20/ed,10,MOT,Mother,,,oh here's the gramma,,
ed,childes/Eng-NA/Bates/Free20/ed,11,CHI,Target_Child,,,gramma,,
ed,childes/Eng-NA/Bates/Free20/ed,12,MOT,Mother,,,two grammas,,
ed,childes/Eng-NA/Bates/Free20/ed,13,CHI,Target_Child,,,two,,
ed,childes/Eng-NA/Bates/Free20/ed,14,CHI,Target_Child,,,grammas,,
ed,childes/Eng-NA/Bates/Free20/ed,15,MOT,Mother,,,here's some chairs,,
ed,childes/Eng-NA/Bates/Free20/ed,16,MOT,Mother,,,well I think these are chairs,,
ed,childes/Eng-NA/Bates/Free20/ed,17,CHI,Target_Child,,,chairs,,
ed,childes/Eng-NA/Bates/Free20/ed,18,MOT,Mother,,,are these chairs,,
ed,childes/Eng-NA/Bates/Free20/ed,19,MOT,Mother,,,yeah,,
ed,childes/Eng-NA/Bates/Free20/ed,20,MOT,Mother,,,see chairs,,
ed,childes/Eng-NA/Bates/Free20/ed,21,MOT,Mother,,,for these people to sit on,,
ed,childes/Eng-NA/Bates/Free20/ed,22,MOT,Mother,,,can you put the people on the chairs,,
ed,childes/Eng-NA/Bates/Free20/ed,23,MOT,Mother,,,there,,
ed,childes/Eng-NA/Bates/Free20/ed,24,MOT,Mother,,,can you put somebody on that chair,,
ed,childes/Eng-NA/Bates/Free20/ed,25,MOT,Mother,,,put the lady on the chair okay,,
